"","會員編號","櫃位名稱","課別名稱","商品類別名稱","全館消費金額","全館交易筆數","統計日期","性別","年齡層","最近消費日期","累積消費頻率","累積消費金額","卡友分群類別名稱"
"3019","185920","51048_Movenpick Cafe","05_美食一課","西點麵包",120,1,2011-01-21,"M","50-59歲",7,213,242521,"VIP顧客"
"3020","185920","43017_DC","04_服飾二課","街頭運動",1501,2,2011-02-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3021","185920","43012_飛力直排輪","04_服飾二課","街頭運動",1980,2,2011-02-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3022","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",680,2,2011-02-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3023","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1280,2,2011-02-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3024","185920","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",193,2,2011-02-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3025","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1200,2,2011-04-16,"M","50-59歲",7,213,242521,"VIP顧客"
"3026","185920","51648_雪坊","05_美食一課","臨時櫃",260,2,2011-04-16,"M","50-59歲",7,213,242521,"VIP顧客"
"3027","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",510,2,2011-02-12,"M","50-59歲",7,213,242521,"VIP顧客"
"3028","185920","51033_Milk Houses","05_美食一課","西點麵包",100,2,2011-04-16,"M","50-59歲",7,213,242521,"VIP顧客"
"3029","185920","51047_巧克力雲莊B3F","05_美食一課","西點麵包",299,2,2011-02-12,"M","50-59歲",7,213,242521,"VIP顧客"
"3030","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",460,2,2011-12-03,"M","50-59歲",7,213,242521,"VIP顧客"
"3031","185920","51629_星球爆米花　B3F","05_美食一課","臨時櫃",120,2,2011-12-03,"M","50-59歲",7,213,242521,"VIP顧客"
"3032","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1610,2,2011-10-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3033","185920","51029_Yamazaki山崎麵包","05_美食一課","西點麵包",102,2,2011-10-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3034","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",580,2,2012-06-23,"M","50-59歲",7,213,242521,"VIP顧客"
"3035","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",460,2,2012-05-05,"M","50-59歲",7,213,242521,"VIP顧客"
"3036","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1360,2,2012-01-31,"M","50-59歲",7,213,242521,"VIP顧客"
"3037","185920","54003_壹番屋","06_美食二課","主題餐廳",891,2,2012-04-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3038","185920","53001_JASONS超市","05_美食一課","超市",179,1,2012-05-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3039","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2012-05-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3040","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1280,2,2012-05-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3041","185920","54041_友個優","06_美食二課","TO GO",205,2,2012-05-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3042","185920","51629_星球爆米花　B3F","05_美食一課","臨時櫃",180,2,2012-01-31,"M","50-59歲",7,213,242521,"VIP顧客"
"3043","185920","51062_順成(B3)","05_美食一課","西點麵包",140,1,2012-10-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3044","185920","53001_JASONS超市","05_美食一課","超市",392,2,2012-10-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3045","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",687,2,2012-10-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3046","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",632,2,2012-09-23,"M","50-59歲",7,213,242521,"VIP顧客"
"3047","185920","54003_壹番屋","06_美食二課","主題餐廳",693,2,2012-07-15,"M","50-59歲",7,213,242521,"VIP顧客"
"3048","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",583,2,2012-12-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3049","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1260,2,2012-07-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3050","185920","53001_JASONS超市","05_美食一課","超市",428,1,2012-07-15,"M","50-59歲",7,213,242521,"VIP顧客"
"3051","185920","51034_Lolli Gelato","05_美食一課","西點麵包",100,2,2012-10-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3052","185920","43002_adidas","04_服飾二課","運動名店",2872,2,2012-12-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3053","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",460,2,2012-09-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3054","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",460,2,2012-10-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3055","185920","51060_Miss 荳荳","05_美食一課","西點麵包",155,2,2012-07-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3056","185920","51034_Lolli Gelato","05_美食一課","西點麵包",100,2,2013-04-06,"M","50-59歲",7,213,242521,"VIP顧客"
"3057","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-03-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3058","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2013-01-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3059","185920","53001_JASONS超市","05_美食一課","超市",159,1,2013-01-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3060","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",900,2,2013-02-17,"M","50-59歲",7,213,242521,"VIP顧客"
"3061","185920","51039_克勞蒂杯子蛋糕","05_美食一課","西點麵包",85,2,2013-02-17,"M","50-59歲",7,213,242521,"VIP顧客"
"3062","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",676,2,2013-03-03,"M","50-59歲",7,213,242521,"VIP顧客"
"3063","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",900,2,2013-02-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3064","185920","33043_miicasa 服飾","03_服飾一課","進口少女服飾",3374,2,2013-02-07,"M","50-59歲",7,213,242521,"VIP顧客"
"3065","185920","21009_Fair Lady","01_美用一課","女鞋",6280,2,2013-01-31,"M","50-59歲",7,213,242521,"VIP顧客"
"3066","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1015,2,2013-02-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3067","185920","44018_Fitflop","04_服飾二課","戶外休閒用品",3285,6,2013-05-04,"M","50-59歲",7,213,242521,"VIP顧客"
"3068","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-04-06,"M","50-59歲",7,213,242521,"VIP顧客"
"3069","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-04-21,"M","50-59歲",7,213,242521,"VIP顧客"
"3070","185920","51636_Nature's Care","05_美食一課","臨時櫃",680,2,2013-05-18,"M","50-59歲",7,213,242521,"VIP顧客"
"3071","185920","24008_SOLON","02_美用二課","眼鏡鐘錶",5748,2,2013-06-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3072","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",700,2,2013-05-18,"M","50-59歲",7,213,242521,"VIP顧客"
"3073","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-05-04,"M","50-59歲",7,213,242521,"VIP顧客"
"3074","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-06-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3075","185920","53001_JASONS超市","05_美食一課","超市",449,1,2013-05-18,"M","50-59歲",7,213,242521,"VIP顧客"
"3076","185920","51034_Lolli Gelato","05_美食一課","西點麵包",220,2,2013-05-04,"M","50-59歲",7,213,242521,"VIP顧客"
"3077","185920","51034_Lolli Gelato","05_美食一課","西點麵包",185,2,2013-06-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3078","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",605,2,2013-06-07,"M","50-59歲",7,213,242521,"VIP顧客"
"3079","185920","51065_雪嶽山","05_美食一課","熟食",160,2,2013-02-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3080","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1220,2,2013-06-09,"M","50-59歲",7,213,242521,"VIP顧客"
"3081","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",584,2,2013-06-22,"M","50-59歲",7,213,242521,"VIP顧客"
"3082","185920","51070_SAISON du SOLEIL","05_美食一課","西點麵包",145,2,2013-06-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3083","185920","33037_abito","03_服飾一課","進口少女服飾",3066,2,2013-06-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3084","185920","33043_miicasa 服飾","03_服飾一課","進口少女服飾",2412,2,2013-06-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3085","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1971,2,2013-06-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3086","185920","51636_Nature's Care","05_美食一課","臨時櫃",1360,2,2013-05-31,"M","50-59歲",7,213,242521,"VIP顧客"
"3087","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-09-07,"M","50-59歲",7,213,242521,"VIP顧客"
"3088","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1001,2,2013-07-21,"M","50-59歲",7,213,242521,"VIP顧客"
"3089","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",644,2,2013-07-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3090","185920","51058_FLORA","05_美食一課","西點麵包",55,2,2013-09-07,"M","50-59歲",7,213,242521,"VIP顧客"
"3091","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-08-17,"M","50-59歲",7,213,242521,"VIP顧客"
"3092","185920","51058_FLORA","05_美食一課","西點麵包",305,2,2013-09-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3093","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-09-29,"M","50-59歲",7,213,242521,"VIP顧客"
"3094","185920","51058_FLORA","05_美食一課","西點麵包",55,2,2013-08-17,"M","50-59歲",7,213,242521,"VIP顧客"
"3095","185920","51636_Nature's Care","05_美食一課","臨時櫃",2368,2,2013-10-04,"M","50-59歲",7,213,242521,"VIP顧客"
"3096","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1951,2,2013-10-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3097","185920","51034_Lolli Gelato","05_美食一課","西點麵包",275,2,2013-10-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3098","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2013-11-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3099","185920","33043_miicasa 服飾","03_服飾一課","進口少女服飾",1500,2,2013-11-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3100","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",655,2,2013-10-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3101","185920","43002_adidas","04_服飾二課","運動名店",2515,2,2013-11-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3102","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",980,2,2013-11-23,"M","50-59歲",7,213,242521,"VIP顧客"
"3103","185920","34023_epanouir","03_服飾一課","國產少女服飾",290,2,2013-11-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3104","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",282,2,2013-11-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3105","185920","51002_凱林鐵板燒","05_美食一課","熟食",1740,2,2013-12-14,"M","50-59歲",7,213,242521,"VIP顧客"
"3106","185920","22661_AURORA","02_美用二課","雜貨配件",3795,2,2013-12-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3107","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1120,2,2013-12-17,"M","50-59歲",7,213,242521,"VIP顧客"
"3108","185920","51058_FLORA","05_美食一課","西點麵包",305,2,2013-12-14,"M","50-59歲",7,213,242521,"VIP顧客"
"3109","185920","21009_Fair Lady","01_美用一課","女鞋",4757,2,2013-12-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3110","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",760,2,2015-06-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3111","185920","51047_巧克力雲莊B3F","05_美食一課","西點麵包",550,2,2015-05-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3112","185920","52625_起士公爵","05_美食一課","臨時櫃",150,2,2015-06-07,"M","50-59歲",7,213,242521,"VIP顧客"
"3113","185920","33057_Luxe Rose","03_服飾一課","進口少女服飾",1050,2,2015-05-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3114","185920","52625_起士公爵","05_美食一課","臨時櫃",150,2,2015-04-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3115","185920","43002_adidas","04_服飾二課","運動名店",3861,2,2015-03-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3116","185920","24008_SOLON","02_美用二課","眼鏡鐘錶",1980,2,2015-04-03,"M","50-59歲",7,213,242521,"VIP顧客"
"3117","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2015-02-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3118","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1081,2,2015-01-18,"M","50-59歲",7,213,242521,"VIP顧客"
"3119","185920","53001_JASONS超市","05_美食一課","超市",216,1,2015-01-11,"M","50-59歲",7,213,242521,"VIP顧客"
"3120","185920","51047_巧克力雲莊B3F","05_美食一課","西點麵包",655,2,2015-02-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3121","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",479,2,2015-01-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3122","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",2370,2,2015-01-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3123","185920","43015_ROYAL","04_服飾二課","街頭運動",1920,2,2015-01-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3124","185920","42010_Earl Jean","04_服飾二課","牛仔服飾",3836,2,2015-02-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3125","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2015-01-11,"M","50-59歲",7,213,242521,"VIP顧客"
"3126","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",720,2,2015-02-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3127","185920","52625_起士公爵","05_美食一課","臨時櫃",260,2,2015-02-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3128","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2015-03-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3129","185920","21022_JELLY BEANS","01_美用一課","少女鞋",3984,2,2015-05-09,"M","50-59歲",7,213,242521,"VIP顧客"
"3130","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",850,2,2015-04-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3131","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",737,2,2015-03-21,"M","50-59歲",7,213,242521,"VIP顧客"
"3132","185920","11065_AroMart","01_美用一課","沐浴香氛",2396,6,2015-04-23,"M","50-59歲",7,213,242521,"VIP顧客"
"3133","185920","91002_虛擬櫃(營業一部)","01_美用一課","臨時櫃",2480,2,2015-03-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3134","185920","33057_Luxe Rose","03_服飾一課","進口少女服飾",8340,2,2015-05-09,"M","50-59歲",7,213,242521,"VIP顧客"
"3135","185920","51047_巧克力雲莊B3F","05_美食一課","西點麵包",500,2,2015-06-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3136","185920","33057_Luxe Rose","03_服飾一課","進口少女服飾",2388,2,2015-05-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3137","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2015-05-31,"M","50-59歲",7,213,242521,"VIP顧客"
"3138","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",760,2,2015-06-19,"M","50-59歲",7,213,242521,"VIP顧客"
"3139","185920","51069_興葉蚵仔煎","05_美食一課","熟食",120,2,2015-05-09,"M","50-59歲",7,213,242521,"VIP顧客"
"3140","185920","54009_元定食","06_美食二課","主題餐廳",882,2,2015-05-16,"M","50-59歲",7,213,242521,"VIP顧客"
"3141","185920","52026_108抹茶廊","05_美食一課","冰品輕食",100,2,2015-04-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3142","185920","52026_108抹茶廊","05_美食一課","冰品輕食",135,2,2015-04-23,"M","50-59歲",7,213,242521,"VIP顧客"
"3143","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",640,2,2015-06-07,"M","50-59歲",7,213,242521,"VIP顧客"
"3144","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",570,2,2015-05-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3145","185920","11065_AroMart","01_美用一課","沐浴香氛",599,2,2015-04-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3146","185920","52625_起士公爵","05_美食一課","臨時櫃",150,2,2015-05-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3147","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",611,2,2015-04-03,"M","50-59歲",7,213,242521,"VIP顧客"
"3148","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2015-04-12,"M","50-59歲",7,213,242521,"VIP顧客"
"3149","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",1680,2,2015-12-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3150","185920","52024_二四八農學市集","05_美食一課","伴手禮品",160,2,2015-10-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3151","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",861,2,2015-09-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3152","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1150,2,2015-07-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3153","185920","52625_起士公爵","05_美食一課","臨時櫃",120,2,2015-08-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3154","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",740,2,2015-09-18,"M","50-59歲",7,213,242521,"VIP顧客"
"3155","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",770,2,2015-08-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3156","185920","21063_Play Boy","01_美用一課","女鞋",1660,2,2015-08-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3157","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",890,2,2015-07-12,"M","50-59歲",7,213,242521,"VIP顧客"
"3158","185920","53001_JASONS超市","05_美食一課","超市",99,1,2015-07-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3159","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",666,2,2015-08-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3160","185920","51026_漢爾斯","05_美食一課","冰品輕食",135,2,2015-07-12,"M","50-59歲",7,213,242521,"VIP顧客"
"3161","185920","44617_SPEEDO","04_服飾二課","臨時櫃",504,2,2015-09-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3162","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",730,2,2015-08-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3163","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1180,2,2015-08-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3164","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",1150,2,2015-10-04,"M","50-59歲",7,213,242521,"VIP顧客"
"3165","185920","54069_Izumi Curry","06_美食二課","主題餐廳",759,2,2015-10-09,"M","50-59歲",7,213,242521,"VIP顧客"
"3166","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",1060,2,2015-10-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3167","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",950,2,2015-11-29,"M","50-59歲",7,213,242521,"VIP顧客"
"3168","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",940,2,2015-11-15,"M","50-59歲",7,213,242521,"VIP顧客"
"3169","185920","53001_JASONS超市","05_美食一課","超市",167,1,2015-11-29,"M","50-59歲",7,213,242521,"VIP顧客"
"3170","185920","52625_起士公爵","05_美食一課","臨時櫃",130,6,2015-12-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3171","185920","34018_young","03_服飾一課","國產少女服飾",1200,2,2015-12-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3172","185920","43002_adidas","04_服飾二課","運動名店",3896,2,2015-12-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3173","185920","11046_shu uemura","01_美用一課","自營化妝品",1080,2,2015-12-14,"M","50-59歲",7,213,242521,"VIP顧客"
"3174","185920","21062_TAS","01_美用一課","女鞋",2952,2,2015-12-14,"M","50-59歲",7,213,242521,"VIP顧客"
"3175","185920","74004_Kyocera & IWAKI","05_美食一課","鍋具及廚房用品",264,2,2015-12-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3176","185920","54017_艾莉兒caf'e","06_美食二課","CAFE",132,2,2015-12-14,"M","50-59歲",7,213,242521,"VIP顧客"
"3177","185920","43034_BSX","04_服飾二課","街頭運動",150,2,2015-12-17,"M","50-59歲",7,213,242521,"VIP顧客"
"3178","185920","22058_OUT DOOR","02_美用二課","中性雜貨配件",2230,2,2015-12-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3179","185920","51081_和田精緻涮涮鍋","05_美食一課","熟食",1160,2,2015-12-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3180","185920","43034_BSX","04_服飾二課","街頭運動",1250,2,2015-12-14,"M","50-59歲",7,213,242521,"VIP顧客"
"3181","185920","53001_JASONS超市","05_美食一課","超市",663,1,2014-11-29,"M","50-59歲",7,213,242521,"VIP顧客"
"3182","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-08-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3183","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",580,2,2014-10-11,"M","50-59歲",7,213,242521,"VIP顧客"
"3184","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1001,2,2014-09-06,"M","50-59歲",7,213,242521,"VIP顧客"
"3185","185920","54009_元定食","06_美食二課","主題餐廳",849,2,2014-10-25,"M","50-59歲",7,213,242521,"VIP顧客"
"3186","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-07-19,"M","50-59歲",7,213,242521,"VIP顧客"
"3187","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1290,2,2014-11-15,"M","50-59歲",7,213,242521,"VIP顧客"
"3188","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-10-16,"M","50-59歲",7,213,242521,"VIP顧客"
"3189","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-09-27,"M","50-59歲",7,213,242521,"VIP顧客"
"3190","185920","54009_元定食","06_美食二課","主題餐廳",392,2,2014-10-11,"M","50-59歲",7,213,242521,"VIP顧客"
"3191","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-09-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3192","185920","43002_adidas","04_服飾二課","運動名店",3741,2,2014-09-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3193","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-07-09,"M","50-59歲",7,213,242521,"VIP顧客"
"3194","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",677,2,2014-07-24,"M","50-59歲",7,213,242521,"VIP顧客"
"3195","185920","43015_ROYAL","04_服飾二課","街頭運動",1950,2,2014-11-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3196","185920","53001_JASONS超市","05_美食一課","超市",294,1,2014-08-02,"M","50-59歲",7,213,242521,"VIP顧客"
"3197","185920","54055_agnes b  cafe L.P.G","06_美食二課","CAFE",120,1,2014-07-19,"M","50-59歲",7,213,242521,"VIP顧客"
"3198","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-09-20,"M","50-59歲",7,213,242521,"VIP顧客"
"3199","185920","51070_SAISON du SOLEIL","05_美食一課","西點麵包",106,2,2014-10-11,"M","50-59歲",7,213,242521,"VIP顧客"
"3200","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1015,2,2014-11-22,"M","50-59歲",7,213,242521,"VIP顧客"
"3201","185920","52625_起士公爵","05_美食一課","臨時櫃",970,2,2014-11-22,"M","50-59歲",7,213,242521,"VIP顧客"
"3202","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-11-01,"M","50-59歲",7,213,242521,"VIP顧客"
"3203","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",380,2,2014-11-30,"M","50-59歲",7,213,242521,"VIP顧客"
"3204","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1780,2,2014-12-06,"M","50-59歲",7,213,242521,"VIP顧客"
"3205","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1036,2,2014-08-31,"M","50-59歲",7,213,242521,"VIP顧客"
"3206","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1080,2,2014-12-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3207","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1000,2,2014-07-26,"M","50-59歲",7,213,242521,"VIP顧客"
"3208","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1080,2,2014-08-10,"M","50-59歲",7,213,242521,"VIP顧客"
"3209","185920","33043_miicasa 服飾","03_服飾一課","進口少女服飾",4628,2,2014-12-11,"M","50-59歲",7,213,242521,"VIP顧客"
"3210","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1096,2,2014-11-29,"M","50-59歲",7,213,242521,"VIP顧客"
"3211","185920","51051_大戶屋","05_美食一課","熟食",420,2,2014-06-21,"M","50-59歲",7,213,242521,"VIP顧客"
"3212","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1016,2,2014-06-22,"M","50-59歲",7,213,242521,"VIP顧客"
"3213","185920","54003_COCO&#22769;番屋","06_美食二課","主題餐廳",671,2,2014-06-28,"M","50-59歲",7,213,242521,"VIP顧客"
"3214","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1016,2,2014-02-23,"M","50-59歲",7,213,242521,"VIP顧客"
"3215","185920","51077_和田精緻涮涮鍋","05_美食一課","熟食",1001,2,2014-05-24,"M","50-59歲",7,213,242521,"VIP顧客"
"3216","185920","51058_FLORA","05_美食一課","西點麵包",110,2,2014-04-13,"M","50-59歲",7,213,242521,"VIP顧客"
"3217","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1320,2,2014-03-08,"M","50-59歲",7,213,242521,"VIP顧客"
"3218","185920","51020_和田精緻涮涮鍋","05_美食一課","熟食",1015,2,2014-02-03,"M","50-59歲",7,213,242521,"VIP顧客"
"3219","185920","22007_PARTAKE","02_美用二課","中性雜貨配件",4090,2,2014-01-10,"M","50-59歲",7,213,242521,"VIP顧客"
